INDICATOR,PANEL,PANEL_NUM,UNIT,UNIT_NUM,STUB_NAME,STUB_NAME_NUM,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,SE,FLAG
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Sex,2,Female,2.3,2013,14,All ages,0.1,318.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Sex,2,Female,2.3,2014,15,All ages,0.1,298.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Sex,2,Female,2.3,2015,16,All ages,0.1,342.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Sex,2,Female,2.3,2016,17,All ages,0.1,301.0,12.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Sex,2,Female,2.3,2018,19,All ages,0.1,286.0,15.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2000,1,All ages,0.1,315.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2001,2,All ages,0.1,364.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2002,3,All ages,0.1,359.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2003,4,All ages,0.1,332.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2004,5,All ages,0.1,327.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2005,6,All ages,0.1,347.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2006,7,All ages,0.1,317.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2007,8,All ages,0.1,335.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2008,9,All ages,0.1,324.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2009,10,All ages,0.1,351.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2010,11,All ages,0.1,336.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2011,12,All ages,0.1,333.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2012,13,All ages,0.1,315.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2013,14,All ages,0.1,304.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2014,15,All ages,0.1,289.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2015,16,All ages,0.1,293.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2016,17,All ages,0.1,286.0,11.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,White,4.1,2018,19,All ages,0.1,269.0,12.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2000,1,All ages,0.1,239.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2001,2,All ages,0.1,242.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2002,3,All ages,0.1,301.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2003,4,All ages,0.1,261.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2004,5,All ages,0.1,298.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2005,6,All ages,0.1,270.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2006,7,All ages,0.1,251.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2007,8,All ages,0.1,339.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2008,9,All ages,0.1,296.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2009,10,All ages,0.1,314.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2010,11,All ages,0.1,316.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2011,12,All ages,0.1,277.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2012,13,All ages,0.1,229.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2013,14,All ages,0.1,243.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2014,15,All ages,0.1,206.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2015,16,All ages,0.1,326.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2016,17,All ages,0.1,227.0,16.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2018,19,All ages,0.1,172.0,18.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2000,1,All ages,0.1,300.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2001,2,All ages,0.1,340.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2002,3,All ages,0.1,341.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2003,4,All ages,0.1,317.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2004,5,All ages,0.1,316.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2005,6,All ages,0.1,331.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2006,7,All ages,0.1,307.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2007,8,All ages,0.1,336.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2008,9,All ages,0.1,320.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2009,10,All ages,0.1,344.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Physician offices,2,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2010,11,All ages,0.1,332.0,,
